Surprise	இது தான் மக்கள் சேவையோ...🙄🤦🏻‍♀️😂🤣
Ambiguous	@####  யோவ் தமிழ்நாட்டில இப்படி நடந்தா அப்படிங்கற ஒரு விஷயத்துக்கு போட்ட ரிப்ளை அது.. நர்ஸ் அதிகமா கோபப் படுவாங்க ன்னு
Neutral	இப்படி ஒரு காதல் யாருக்கும் கிடைக்காது நல்ல படம் இந்த படத்தில் வரும் இறுதி பாடல் எப்போது‌ கோட்டாலும் என் கண்களில் நீர் வழிகிறது
Neutral	சாதாரண காலங்களை விட நேர கட்டுப்பாட்டால் அதிக கூட்டம் கூடுகிறது
Anticipation	வணக்கம் ஐயா.  சிரிக்காத நாட்கள் எல்லாம் வீணான நாட்கள்.  சுயநலவாதிகள் உடன் பழகுங்கள் ஆனால் சந்தர்ப்ப வாதிகள் உடன் பழகாதீர்கள்.  அருமையான பதிவுகள் அய்யா.  நன்றி! நன்றி! நன்றிகள்.!!!!!
Joy	மிக சிறந்த நேர்காணல்.. சிந்திப்பதற்கு செயல்படுத்துவதற்கு.. நன்றி கண்ணியமிகு ஐயா திரு. கலியமூர்த்தி அவர்கள் மற்றும் நியூஸ்7..
Disguist	தமிழ் தமிழன் உண்டு. ஆனால் தமிழ் நாட்டில் திராவிடம் என்றுமே கிடையாது. அரசியல் சூழ்ச்சி தான் திராவிடம். தமிழ் தமிழன் வாழ்க.
Neutral	நான் பக்கத்து வீட்டு பொண்ணை தான் போட்டோ எடுப்பேன் நண்பா
Neutral	என்ன செய்வது அவர்கள் இந்திய வேசை என்று சொல்லுவது சங்கிகளும் சேர்த்து பிரதமரும் சேர்த்துதான்
Joy	தலைவரே அந்த சின்ன கொட்டைய அமுக்குங்க😂😂😂😂
Trust	என் உயிர் இருக்கிறவரை உங்களுடன் என் உழைப்பு கொடுத்து நிற்பேன் அண்ணா... நாம் உறுதியாக வெல்லப்போறோம் நம்பிக்கையோடு இருப்போம்... நாம் தமிழர் 💪💪🌾🌾💪💪
Anticipation	காப்ரேஷன்ல பிளிச்சிங்பவுட் போடுபவர்  இருந்தா கொஞ்சம் நல்லா பேட்டரா இருக்கும்
Neutral	கலைஞரின் நக்கல் ஒரு செங்கல்லில் நிருபனமானது
Neutral	அண்ணன் சீமான் அவர்கள் தனது மகனின் காதணிவிழாவை தமிழ் மந்திரம் ஓதி நிகழ்த்தி விட்டு
Surprise	ஏன் ஊரும் கோய்ம்புத்தூர் தான் அக்கா
Neutral	டெபாசிட் வாங்காது தே மு தி க
Anticipation	கோழிக்கறி ஆட்டுகரிஇவைகலை சாப்பிட்டால் கொரனாதேடிவரும் இறவு நேரங்களில் வெளிவரகூடாது
Trust	சிந்திச்சு ட்டன் மேடம் நான்தான்
Neutral	கொரனா காட்டிலும் கொடியது மக்கள் பசி பட்டினி
Neutral	அனுதாப ஓட்டுக்கு இப்படியும் நடக்கலாம்
Joy	நன்றி அம்மா இனிய பெங்கால் வாழ்த்துக்கள்
Neutral	இது போன்ற பேச்சால் தான் இவர் ஜெயிப்பதில்லை.
Anger	இதுவும் ஒரு பைத்தியம். என்னடா வாய் இது
Love	சூப்பர் ஹீரோ மை ஃபேவரிட்
Love	கார்த்திக் சார் நடிப்பு சூப்பர் ஐயா ராகதேவன் இசையில்அனைத்துபாடல்களும் இனிமை
Joy	இன்றைய நிலையில் உலகமயமாக வாழும் போக்கு கொண்டுவரும் தேவையற்ற சிந்தனைகளைக் குறித்து எச்சரிக்கை விடுத்த உங்களுக்கு நன்றி.
Sadness	விவேக் ஐயா உங்களை என்னால் மறக்க முடியாது😭🙏
Neutral	வேள்வியை எதிர்க்கிறாராம் வள்ளுவர். இவருக்கு யார் பேராசிரியர் பட்டம் கொடுத்தார்கள் எனத் தெரியவில்லை. அந்த குறளின் உண்மைப் பொருளை மறைத்து திராவிடப் புரட்டைச் செய்கிறார் இந்த லூசு அருணன்.சீமான் தெரிந்துதான் சொன்னார் போல. சீமானையும் இவர் தெரிந்துதான் சொன்னாரோ!
Neutral	நல்லவர்தான் எனக்கும் இப்போதுதான் புரிந்தது...
Neutral	இலங்கை மக்களுக்காக ஜெபிக்கவும்
Ambiguous	இப்போ அதிமுக ஜெய்கும்னு யாரும் சொண்ணாங்களால திடீர்னு அதிமுக பக்கம் திரும்பிட்டே தந்தி டிவி சொத்த காப்பதனுமோ
Ambiguous	கட்டுன பொண்டாட்டிய வச்சி வாள வக்கில்ல தலாக்க பத்தி பேச உனக்கு தகுதி இருக்காடா?
Neutral	அஇஅதிமுக கூட்டணி 38 % ஓட்டு வங்கி வாங்க
Sadness	என்ன கிருஸ்துமஸ் தாத்தா மாதிரி இருக்காரு மதம் மாற போறாறா தாடி வைக்கிறது இஸ்லாமிய வழக்கமாச்சே எலவு இந்த ஓட்டுக்காக என்னவெல்லாம் பன்னவேண்டிருக்கு
Neutral	நல்ல வழிகாட்டி மாணவர்களுக்கு
Love	எல்லாவற்றிலும் சிறந்து விளங்குகிறார் தளபதி.
Joy	மிக்க நன்றி. உங்கள் ஆதரவுக்கும் நன்றி
Neutral	சோக சாங்ஸ் வேணும்
Disguist	சமஸகிதம் சிறி பாஷை
Trust	உண்மை தான் அய்யா 💪💪🙏
Sadness	ஏசியிலேயே பொறந்து ஏசி வீடு  ஏசி கார்  அப்புறம் ஆக்ஸிஜன் கிடைக்கவில்லை .காற்றில் கார்பன்டை ஆக்ஸைடு அதிகமாக..இது நாம் செய்யும் தப்பு தான் ம
Trust	அய்யன் திருவள்ளுவரை காவி கலர் பூசி அவமானம் செய்கிறார் பாண்டே வள்ளுவர் காவிகளுக்கு மட்டும் சொந்தமில்லை இந்த உலகத்துக்கே சொந்தமானவர்
Joy	@இந்துஸ்தான் இந்துஸ்தான்  😂😂😂😂
Anticipation	சீமான் என்கிற அல்லகை இப்போது வந்து கேள்வி கேக்கலாம்
Surprise	மதனின் ரேப் புரட்சி பாடல் வரிகளில் சமூக
Neutral	மாமா விகடன்..அவ மாப்பிள்ளை எல்லோரையும் பேட்டி எடு
Neutral	வந்தவங்க மைன்ட் வாய்ஸ்
Sadness	வள்ளலார் பெயர் சொல்லி இப்படி சொல்லுரிங்க தப்பு ஐயா..........
Joy	அன்பு உள்ள காதலி முதுலஜுமி😂😂😂😂😂
Neutral	அண்ணன் சீமான் ஆகசிறந்த தமிழ் நிலத்தின் மகன்.
Sadness	பாவமடா பெண்கள் பாதுகாப்பு கிடையாது கடுமையான சட்டம் இல்லை வலிக்குது.
Neutral	ப.ராஞ்சித் படைத்த தருனம்
Trust	நாம் நாடார் கட்சி
Sadness	வைரமுத்து தன் மீசை அளவு இளையராஜா வை பற்றி அவ்வ போது பேசுவாய் நன்றி உரைப்பார் நினைவுகள் பகிர்வார் ஆனால் இளையராஜா அவர் நெற்றியில் இடும் பொட்டின் அளவு கூட வைரமுத்து பற்றி வாய் திறப்பதில்லை தோழரே
Neutral	பூமியில் மக்கள் வாழ்வது சாத்தியமானு ஆய்வு நடத்துங்க....🤔🤔🤔
Trust	தமிழ் தேசிய தலைவர் மேதகு வே பிரபாகரன்
Trust	கண்டிப்பாக வருகிறோம் நாங்களும் திருப்பூர் மாவட்டம் குன்னத்தூர்
Joy	நல்ல தெளிவாக சொன்னீர்கள் ஜயா.வாழ்த்துக்கள்🙏🙏
Ambiguous	ஏன் இந்த குழப்பம்
Anticipation	நான் பேசுநாலே சன்டைதான் போடுறார் நான் மனம் விட்டு பேச ஆசையாக இருக்கிறது அதுக்கு ஒரு வாய்ப்பு தரமாட்டேன் ங்குறார்  அன்பு நான் ஏங்குகிறேன்
Joy	மகிழ்ச்சி தருணம் இது போல் என்றும் பல்லாண்டு வாழ்க !!இனிய தமிழ் புத்தாண்டு வாழ்த்துக்கள்
Neutral	இதில் உள்ள கட்டுபாடுகள் ஏறக்குறைய கேரளா மாநிலத்தின் விதிமுறைகளை ஒத்து போகிறது
Neutral	சகோதரி 😜 இன்னிக்கி வெறி ஏத்துறோம்
Neutral	பணம் என்று அலைபவர்களுக்கு இது ஒரு பாடம் இருக்கும் வரைக்கும் ஏழைகளுக்கு உதவி பண்ணுவோம் நாம் செத்தால் ஒன்றும் கொண்டு போவதில்லை
Trust	இந்திய ராணுவம் இல்லை என்றால் நாம் சோற்றில் கை வைக்க முடியாது நிம்மதியாக தூங்கவும் முடியாது...... உன்மையான கதாநாயகன் 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏❤️❤️❤️❤️❤️❤️❤️👍👍👍👍👍👍🙏
Joy	மறந்து போன நமது பாரம்பரிய பானத்தின் மகத்துவத்தை அருமையா சொல்லி இருக்கீங்க.. ரொம்ப நன்றி அய்யா..
Joy	இவர் தமிழ்நாட்டின் பெருமை.
Neutral	காய்ச்சின பால் அல்ல வெறும் பாலா. அக்கா
Love	தமிழை தலை நிமிர்ந்து சிறந்த இசை அமைப்பாளர் மக்களை மனதில் வைத்து கோரிக்கையோடு வாழ்த்துக்கள் சொல்லி ய சகோதரர் ஏஆர் ரகுமான் அவர்களுக்கு அன்புடன் நன்றிகள்
Neutral	நான். இந்தப் பாடலை ௭ங்ககேட்டாலும்.இந்தபாட்டுமுடிகிறவறை க்கும். ௮ங்கியேநிப்ப
Anger	ஆமா நாட்டுக்கு ரொம்ப முக்கியம்
Neutral	எங்கப்பா ரூபாய் எவ்ளோனே சொல்லல...
Ambiguous	மோடியை நாம் தமிழர் கட்சி எதிர்க்கணுமா? அப்போ மக்கள் தேர்ந்தெடுத்த 37 எம்பிக்களும் பாராளுமன்றத்துக்கு எதுக்கு போகப்போறாங்க..?  சட்டையை கழட்டிகிட்டு  வெளியே வந்து '  எல்லாரும் பாத்துக்குங்க நான் வெளிநடப்பு செய்றேன்...வெளி நடப்பு செய்றேன்னு சொல்றதுக்கா...?
Trust	அட போங்கப்பா உங்களால் அவரை கைது செய்யமுடியாது இருக்கவே இருக்கான் அட்மின்
Sadness	பாட்டு மட்டும்தான் கேக்க நல்லாயிருக்கு ஆனா நிஜத்துல தம்பிங்க அப்படி இருக்காங்களா என்று நினைக்கும் போது ரொம்ப கஷ்டமா இருக்கு ஆனா எனக்கு ஒரு தம்பி இருக்கான் என்ன ஒரு நாள் கூட கூப்பிட்டதில்லை இந்த பாட்ட கேட்டா இன்னும் தடுப்பாக தான்
Joy	அன்புள்ள அக்கா உங்களுக்கும் உங்கள் குடும்பத்தில் உள்ள அனைவருக்கும் எங்களது தீபாவளி நல் வாழ்த்துக்கள் 🍰🍥🍰🍧🍛🍭🍬
Ambiguous	அது என்ன சார்.....  நயினார்..... ???
Neutral	உலகளவில் மருந்து தயாரிக்கும் நிறுவனஙகளின் முதலாளிகள் யூதர்கள். இதில் ஒருசில நல்ல யூதர்களும் இருக்கிறார்கள் கனடாவில் இருவருடங்களின் முன் ஒரு மருத்துவ நிறுவன(உலகளவில் 2 வது) முதலாளியும் அவரது மனைவியும் அவரது வீட்டில் இறந்து கிடந்தார்கள் இன்னும் கொலையாளிகள் கண்டுபிடிக்கப்படவில்லை அரச கை பின்னணி இருப்பதாக மட்டும் சந்தேகப்படப்படுகிறது. 'எல்லாம் அவன் செயல்'
Joy	ம்ம்ம் நன்றி சகோ
Anticipation	பழனிசாமியை கட்சியில் இருந்து நீக்க வேண்டும்
Neutral	வைத்தி  முனி அவுட்
Trust	ரொம்ப நாளா பாக்கனும்ன்னு இருந்தேன் டைம் கிடைக்கல இன்னைக்கு பார்த்துட்டேன் நல்ல படம்
Anticipation	பட்டாவில் குறைந்த அளவும் பத்திரத்தில் அதிக அளவும் உள்ளது. இதை எப்படி அணுகுவது விளக்கம் தரவும் ஐயா.
Trust	இயேசுவின் இரத்தத்தால் துவைத்தால் கரையாகுமா
Trust	வீட்டைக் கட்டிக் காக்கும் குலவிளக்கு பெண்கள் தாய்நாட்டை ஏன் கட்டிக் காக்க முடியாது வாழ்க புரட்சி அறிவாயுதம் அரசியல் புரட்சி
Love	பல கோடி நன்றி கள் அன்னை
Neutral	பேச்சி 💯மார்க்கம் ⭕️
Surprise	ஏன் கஞ்சா கருப்பை விட்டு விட்டீர்?
Surprise	காமராஜ் ஆட்சி இல் அணை கட்டும் பணி எத்தனை பயன் தரும் கல்வி   சாலைகள் எத்தனை  எண்ணுங்கள்
Anticipation	ஓம் ஸ்ரீமாகாலெட்சுமி தாயே போற்றி போற்றி போற்றி அம்மா மனம் இரங்கும்மா கைவிட்டுராத தாங்க முடியாது உதவி பன்னுங்கம்மா தாயே போற்றி போற்றி போற்றி 🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼
Ambiguous	துரைமுருகன் உங்க அம்மாவ அவமானப்படுத்தும் போது எங்க தம்பி போயிருந்த?
Ambiguous	மிக்க நன்றி. வீட்டில் கீதாச்சாரம் வைக்கலாமா அம்மா?
Trust	ஓம் ஸ்ரீ சாய் ராம் ஓம் சாய் ராம் அப்பா எனக்கு ஓவ்வொரு நாளும் வேலை வருவதற்கு துணையாக இருக்க அப்பா உங்களையே நம்பி இருக்கேன் என்னை ஏமாற்றி விடாதே ஓம் ஸ்ரீ சாய் ராம் ஓம் ஸ்ரீ சாய் ராம்
Surprise	அண்ணே இங்கேயும் வந்துட்டீங்களா🤣🤣🤣😂😂
Trust	விசு அவர்கள் போல் நல்ல குடும்ப கதை படங்கள் எடுக்க இனி யவராலும் முடியாது
Neutral	தப்பு மொத்தம் ஐந்து பேர்
Disguist	இவர்கட்சியும் சுடலை குரூப்பும் திருடனுங்க👎👎👎
Anger	விபச்சாரிக்கு பிறந்தவர்கள் மட்டுமே லஞ்சம் கேட்பார்கள்  லஞ்சம் வாங்கராங்க
Joy	சூப்பர் அக்கா புரியாது ஜென்மங்களுக்கு இது பார்த்தாவது புரியட்டும் வாழ்த்துக்கள் புனிதமான உங்கள் வாழ்க்கை மென்மேலும் வளரட்டும் வாழ்க வளமுடன் வாழ்க பல்லாண்டு
Fear	😭😭😭பாசக்கார அண்ணன் தம்பி 😭😭😭
Ambiguous	போராளிகளின் பெயரில் மிரட்டல் விடும் இவர் மீது சட்ட நடவடிக்கை எடுக்க நாதக இன் வழக்கறிஞர் பாசறை எடுத்த நடவடிக்கை என்ன..
Trust	இதற்கு முன் இருந்த ஒரு தலைமை செயலாளர் பார்ப்பன முன்னேற்றத்திற்கு பாடுபடுவது இருந்தது. இனி மேலே தமிழக மக்களுக்கு சேவை செய்ய ஒரு தமிழன் பதவியேற்பது பெருமையாக இருக்கிறது
Joy	சார் ஒரு நடிகனை தமிழகம் மிஸ் பண்ணிடுச்சி... யேசுதாஸ் ஐயா உங்க பேச்சு இன்னைக்கு தான் கேட்கிறோம் என்ன ஒரு கியூமர் சென்ஸ்
Love	சிறிய காணோளி என்றாலும் சிறந்த காணோளி நன்றி சகோதரா
Joy	அருமையான பதிவு . வாழ்க வளமுடன்
Disguist	அதனால தான் பிச்சை எடுக்குற ஐட்டம் சூர்யா
Neutral	ஓரத்துல இந்த பயலுவ பண்றதுதாங்க காமெடியா இருக்கு 🤭😄😄
Trust	ஆண்டவராகிய இயேசு கிருஸ்து அதி சீக்கிரத்தில் வரபோகிறார் ஆயத்தமாவோம் ஆயத்தப்படுத்துவோம்
Joy	என்ன வேண்டுமானாலும் செய்யலாம் என்பது தான் இன்றைய நிலையில் மருத்துவமனை மற்றும் அரசாங்கம் இருக்கிறது
Anger	ஐயா உங்களின் குரல் வளம் அருமை அதற்காக தவறான புரிதலை பரப்பாதீர்கள் சிங்கம் சோம்பேறித்தனம் கிடையாது அதில் நிறைய தத்துவம் உள்ளது ஒரு வளமான ஆணும் ஒரு வளமான பெண்ணும் ஒரு முறை இணைந்தால் இனவிருத்தி கிடைக்க வாய்ப்பு அதிகம் ஆனால் சிங்கங்கள் குறைந்தபட்சம் 100 முதல் 200 தடவை இதை செய்தால் தான் இன விருத்தி அடைய முடியும் ஆகையால் சிங்கம் ஒரு நாளைக்கு 20 முதல் 30 தடவை எதை முயற்சிக்கும் எனவேதான் சிங்கம் எப்பொழுதும் ஓய்வில் இருப்பது போல தோன்றும் ஆகையால் அதனுடைய படைப்பு அப்படி அதை தவறாக பரப்பாதீர்கள் அதேபோல புலி ஒருதடவை வேட்டையாடிய உணவை பதுக்கி வைத்து சாப்பிடும் பழக்கம் உள்ளது ஆகையால் தினமும் புதிய உணவைத்தான் திங்க வேண்டும் என்ற முறை புலி மாறுபடும்
Ambiguous	10000 20000 பிம்பிலிக பிலாபி அடிச்சு விடு பாலி நம்மல யாரு கேப்பா
Joy	😭சத்தியமாக உண்மை தான்🙏
Joy	ஷாநவாஸ்   அருமை ..
Sadness	இப்படியும் பெண்கள் இருக்கிறார்களா😭. அந்த பெண்ணின் அழுகைக்காவது அவர் கணவர் சாகாமல் இருந்திருக்கலாம்😭😭
Anger	ஒரு படித்த திறமை வாய்ந்த இளைஞர் பாஜக வில் இணைந்த தற்கே இப்படி கதறும் திராவிட கண்மணிகளுக் கு ஒரு வேளை வாரிசு குஞ்சுகள் தான் ஹீரோ வாக தெரிவார்களோ?  ஸ்டாலின்
Ambiguous	சார் கடை ஆரம்பிக்க டெபாசிட் எவ்வளவு
Anger	நாம் தமிழர் கட்சி எங்கடா போச்சு..? ஏன்டா இப்படி பன்னுறிங்க
Anger	ஸ்டெர்லைட் பல ஆயிரம் உயிர்களை காக்க ஆக்சிசன்  தயாரித்துக் கொடுக்க வேண்டும் அதுவே தண்டனை...
Surprise	ஆச்சர்யமாக இருக்கிறீறது நீங்கள் சொல்வது....பிறதமை நேரத்தில் பொங்கல் வைக்கக்கூடாது அல்லவா??
Anticipation	இவ்லோ நாலா தெரியாத மக்கா யிருந்துட்டோம் இப்ப நாம யாருனு தெரிஞ்சிகிட்டோ இதுக்கு மேல தமிழ்ல தா எல்லாமே நடக்கனு இல்லையா நடத்தி வைப்போம்
Neutral	இந்த மூடன் சொல்வது அனைத்தும் பொய்.பித்தலாட்டம்.தமிழ்  இனம் என்று குறுகிய வாதம் பேசுகிறவன் இறைவனை மறந்தவன். புறசாதியார் வீடுகளுக்கு போகாதீர்கள்.காணாமல் போல யுதர்கள் வீட்டிற்கு மட்டும் போங்கள் என்றாா் இயேசு. யுதர்களுக்காக வந்தேன் அன்றி வேறு யாருக்கும் அல்ல என்றார் இயேசு. ஆனால் இவன் இயேசு தமிழனா ? தமிழ்பண்பாடு படித்தவனா ? இயேசுவை வழிபடும் அனைத்து இந்தியர்களும் மானம் ரோசம் சுடு சுரணை அற்றவர்கள். சுவாமி விவேகானந்தா் தாயுமானவர் திருவாசகம் வள்ளலாா் நூல்களை ப் படித்தால்தான் ஆன்மவியலை அறிந்து கொள்ளலாம்.
Ambiguous	இதுக்கு வெட்டு கூலி எவ்வளவு
Ambiguous	துணை முதல்வர் பதவி தருவீங்களா
Trust	😓🙏😓நான் மிகவும் கடிண உழைப்பு போடுகிரேன் ஆணால் எனக்கு ஆதரவு கிடைக்கவில்லை ஆதரவு தாருங்கள் என கேட்டுக்கொள்கிரேன்😓🙏😓..
Anger	ஏண் மின்சார கார் கம்பெனி காரன் நிறைய காசு குடுதுடானா
Anticipation	தன்மானம் உள்ளவர்  இனிமேல் அரசியலைவிட்டுவிட்டு பட்டிமன்றம்  கவியரங்கம் போன்ற நிகழ்ச்சிகளில் மட்டுமே கலந்துகொள்ள வேண்டுகிறேன்
Ambiguous	ஒரு சினிமா படம் பாத்த எபைக் வருது 🙄 அவ்வளவு ஸ்லோ
Neutral	வித்யாசகர் வெறியர்கள் ஹிட் லைக் 👍.
Ambiguous	இந்த ரவுடி நாம் தமிழர் தம்பி னு சொல்லுங்க  சீமான் வாய் கிழிய பேசுவான் இத பத்தி மீடியாக்கள் கேள்வி கேக்க மாட்டிங்களா
Neutral	பிரதர் இந்த மூவி நல்லா இருந்துச்சு
Neutral	இறைவன் தான் மனிதனை.படைத்தான்.அப்பேர.கெட்ட.மனிதர்களையும்.. ...
Neutral	ஒவ்வொரு பதிவாக பதிவிடப்படும்.. காத்திருங்கள்..
Joy	சூப்பர் ப்ராடக்ட்கார்த்திகா இன்ஃபர்மேஷன் பார் சூப்பர் ஐ லைக் திஸ் வீடியோ இவர் ஹேர் சூப்பர் ஐ வில் ட்ரை தேங்க்யூ
Neutral	கேவளமான கள்ள காதல் இந்த கருமம் புடிச்ச நாடகத்திற்கு நேரம் மாற்றம் ஒரு கேடு
Neutral	நெறியாளர் தமிழனா? கமல் ரஜினி இருவரும் தன் நடிப்பை சினிமாவோடு நிறுத்திக் கொள்ள வேண்டும் இருவரும் கார்ப்பரேட் கூலிகள்    தமிழ் நாடு இன்று ஆபத்தான நிலையில் உள்ளது காப்பாற்ற பட வேண்டும் இநதிக காரன திட்ட மிட்டு குவிக்க படுகிறான்  தமிழ் மக்கள் வேலைகளில் சொந்த மண்ணிலே புறகக
Joy	நல்ல மனம் 👏👏👏👏
Neutral	கமலஹாசன் ஒரு மேல்தட்டு அரசியல்வாதி அவர் நமக்கு சரிப்பட்டு வரமாட்டார்
Neutral	பெற்றோர் பெயரை கேட்காத பிள்ளைகள் இவ்வுலகில் வாழ தகுதியற்றவர்கள்
Neutral	தமிழ் குடி பிறந்தல் மட்டுமே தமிழர்கள்.....திராவிடம் என்பது பித்தலாட்டம்
Joy	மிரட்டல் போங்க.... செம்ம 👍👍👍👍👌👌👌👌👌
Neutral	25 வருடங்களாக சாப்பிடுகிரோம்.
Disguist	நெறியாளருக்கு முதலில் அறிவு வேண்டும். கள்ள சாராயம் காய்ச்சியவன் தான் ராமதாஸ். மறுக்க முடியாது.
Trust	மனிதன் பிறந்ததே மரணிக்கதானே? இடைபட்ட தூரத்தை காலம் தான் தீர்மானிக்கும் மனிதன் அல்ல
Ambiguous	பாக்சில் எப்படி செய்யறது
Neutral	மாட்டிற்குச் செயற்கை கருத்தரிப்பு முறை 👎🏻👎🏻👎🏻
Neutral	நல்ல மனிதனின் ஆட்சியை வளர்சியை தோற்கடித்து தன் பதவி ஆசையை தீர்த்துகொள்ள நினைத்தார் பாவம் ஆட்சியை முமுமையாக அனுபவிக்காமலே போய் சேர்ந்தார்.
Disguist	அமெரிக்க படிக்கும் ஒரு மாணவன் தமிழில் ஒரு காணொளியை தமிழில் தாய ரித்து தமிழர்களுக்காக அனுப்பினால் அதை பார்த்து எல்லா தமிழ்நாட்டு மக்களும் தங்லிஷில் தான் பதில் தருவார்கள். என்ன கொடுமையான மக்கள். இவர்களிடம் எப்படி நல்ல பள்ளி கூடங்களை எதிர்பார்க்கலாம். இது ஏனைய மொழியாளர்களுக்கும் பொருந்தும்.
Ambiguous	என்னாங்கடா ஆளாளுகு வரலாற போட்டு குழப்புறீங்க எத டா நாங்க நம்புறது...🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯☹️☹️☹️☹️☹️☹️☹️☹️☹️
Anticipation	படி வடகிழக்கில் இருந்து ஏற தொடங்க கூடாது
